"stat_sources";"Källor, "
"person_facts";"Personfaktaintegritetsinställningar"
"accessible_by";"Visa för?"
"hide";"Göm"
"show_question";"Visa?"
"user_name";"Användarnamn"
"name_of_fact";"Namn på fakta"
"choice";"Val"
"fact_show";"Visa fakta"
"fact_details";"Visa faktadetaljer"
"privacy_header";"Ändra integritetsinställningar inuti"
"unable_to_find_privacy_indi";"Kan inte hitta personen med id"
"save_and_import";"Efter du har sparat denna GEDCOM-konfiguration behöver du importera GEDCOM-filen genom att klicka <b>Importera GEDCOM</b>-knappen eller genom att gå till <b>Admin->Administrera GEDCOM-filer->Importera</b>"
"help_info";"Du kan få hjälp för varje sak genom att trycka på '?' vid etiketten för varje fält."
"SHOW_LIVING_NAMES";"Visa de levandes namn"
"SHOW_RESEARCH_LOG";"Visa forskningslog"
"USE_RELATIONSHIP_PRIVACY";"Använd relationsintegritet"
"MAX_RELATION_PATH_LENGTH";"Max. relationsväglängd"
"CHECK_MARRIAGE_RELATIONS";"Kontrollera vigselrelation"
"SHOW_DEAD_PEOPLE";"Visa döda personer"
"select_privacyfile_button";"Välj integritetsfil"
"PRIVACY_BY_YEAR";"Begränsa integritet via ålder för händelse"
"enable_disable_lang";"Konfigurera stödda språk"
"translator_tools";"Översättarverktyg"
"edit_langdiff";"Redigera och konfigurera språkfiler"
"bom_check";"Byte Order Mark (BOM) kontroll"
"bom_check_desc";"Denna kontroll kommer att analysera språkfilerna efter BOM-tecken (Byte Order Mark). Om de hittas kommer de att tas bort. Dessa specialkoder kan orsaka problem i vissa delar av Genmod."
"lang_debug";"Hjälptext debugval"
"lang_debug_desc";"När du sätter på detta val kommer språkvariabeln som används i hjälptexten kommer att skrivas i hjälptextfönstret. Detta hjälper översättare att bestämma variabelnamn när texter behöver justeras.<br /><br />Denna inställning är endast giltig under din nuvarande Genmod-Sessionen."
"lang_debug_use";"Använd hjälptext debugvalet"
"bom_not_found";"Inga BOM tecken hittades."
"bom_found";"BOM har hittats i"
"edit_lang_utility";"Redigerare för översättningsfiler"
"edit_lang_utility_desc";"Du kan använda detta verktyg att redigera innehållet i en språkfil genom att använda innehållet i den engelska filen.<br /><br />Du kommer att se innehållet i den engelska språkfilen och innehållet i den egna språkfilen av samma typ(det finns fyra typer). Du klickar på den engelska meddelandetexten som visas under den engelska versionen. Detta öppnar ett nytt fönster där du kan modifiera texten. Du kan spara ändringarna eller avbryta."
"language_to_edit";"Välj språk"
"file_to_edit";"Välj översättningsfil"
"check";"Kontrollera"
"lang_save";"Spara"
"contents";"Innehåll"
"listing";"Visar"
"no_content";"Inget innehåll"
"editlang";"Redigera"
"savelang";"Spara"
"original_message";"Orginaltext"
"message_to_edit";"Meddelande att redigera"
"changed_message";"Ändrat innehåll"
"message_empty_warning";"-> Varning!!! Detta meddelande är tomt i #LANGUAGE_FILE#<-"
"language_to_export";"Språk att exportera"
"export_lang_utility";"Exportverktyg för språkfiler"
"export";"Exportera"
"export_lang_utility_desc";"Du kan skapa dokumentation för administratörer.<br /><br />Detta verktyg kommer att producera en HTML-version av konfigurationshjälpfiler i det valda språket. Du kan använda din webläsare för att titta på dessa filer, vilka är formaterade för utskrift."
"export_ok";"Hjälpmeddelandena är exporterade."
"compare_lang_utility";"Jämförelseredskap för språkfiler"
"compare_lang_utility_desc";"Detta verktyg jämför två olika språkfiler för att visa tillagda och borttagna meddelande mellan dem.<br /><br />Läs också filen <a href="languages/LANG_CHANGELOG.txt" target="_blank">LANG_CHANGELOG.txt</a> för att få reda på ändringar i den engelska versionen. Den engelska filen bör användas som referens efter vilka de andra filerna skapas."
"new_language";"Nytt språk"
"old_language";"Gammalt språk"
"compare";"Jämför"
"comparing";"Språkfiler som jämförs"
"additions";"Tillägg"
"no_additions";"Inga Tillägg"
"subtractions";"Borttagna"
"no_subtractions";"Inget borttaget"
"config_lang_utility";"Konfiguration av stödda språk"
"active";"Aktiverad"
"edit_settings";"Ändra inställningar"
"lang_edit";"Ändra"
"lang_language";"Språk"
"export_filename";"Namn på filen som innehåller den exporterade datan:"
"lang_back";"Tillbaka till huvudmenyn för editering och konfigurering av språkfiler"
"lang_back_admin";"Tillbaka till administratörsmenyn"
"lang_back_manage_gedcoms";"Tillbaka till GEDCOM-administrationsmenyn"
"lang_name_czech";"Tjeckiska"
"lang_name_chinese";"Kinesiska"
"lang_name_danish";"Danska"
"lang_name_dutch";"Holländska"
"lang_name_english";"Engelska"
"lang_name_finnish";"Finska"
"lang_name_french";"Franska"
"lang_name_german";"Tyska"
"lang_name_hebrew";"Hebreiska"
"lang_name_hungarian";"Ungerska"
"lang_name_italian";"Italienska"
"lang_name_norwegian";"Norska"
"lang_name_polish";"Polska"
"lang_name_portuguese";"Portugisiska"
"lang_name_portuguese_br";"Portugisiska (Brasilien)"
"lang_name_russian";"Ryska"
"lang_name_spanish";"Spanska"
"lang_name_spanish_ar";"Spanska (Latinamerika)"
"lang_name_swedish";"Svenska"
"lang_name_turkish";"Turkiska"
"lang_name_greek";"Grekiska"
"lang_name_arabic";"Arabiska"
"lang_name_lithuanian";"Litauiska"
"lang_name_vietnamese";"Vietnamesiska"
"lang_new_language";"Nytt språk"
"original_lang_name";"Ursprungligt namn på språket i #D_LANGNAME#"
"lang_shortcut";"Genväg för språkfiler"
"lang_langcode";"Språkigenkänningskoder"
"lang_filenames";"Språkfiler"
"flagsfile";"Flaggfilens namn"
"text_direction";"Textorientering"
"date_format";"Datumformat:"
"time_format";"Tidsformat"
"week_start";"Veckan startar på"
"name_reverse";"Efternamn först"
"ltr";"Från vänster till höger"
"rtl";"Från höger till vänster"
"file_does_not_exist";"Fel! Filen finns inte..."
"alphabet_upper";"Stora bokstäver"
"alphabet_lower";"Små bokstäver"
"lang_config_write_error";"Fel vid skrivning av inställningar i språkfilen <b>lang_settings.php</b>. Kontrollera skrivrättighter och försök igen."
"translation_forum";"Länk till Genmods översättningsforum på SourceForge"
"translation_forum_desc";"Denna <a href="http://sourceforge.net/forum/forum.php?forum_id=294245" target=_blank><b>länk</b></a> öppnar ett nytt webläsarfönster. Du kommer att flyttas till översättarforumet för Genmod, där kan du diskutera översättningsämne."
"system_time";"Nuvarande systemtid:"
"gedcom_not_imported";"Denna GEDCOM har inte blivit importerad ännu."
"lang_set_file_read_error";"Fel! Kan inte läsa <b>language_settings.php</b>!"
"add_new_language";"Lägg till filer och inställningar för ett nytt språk"
"add_new_language_desc";"Denna funktion låter dig lägga till ett nytt, ej tidigare tillgängligt språk till Genmod.<br /><br />Du kan ställa in standardinställningarna för det nya språket. Dessa inkluderar språkigenkänningskoder, skrivriktining, veckodag veckan startar på i detta språk, tidsinställningar, alfabet, etc.<br /><br />Du kommer att få mer hjälp för inställningarna som stöds av Genmod efter att du valt språk och klickat på  <b>#gm_lang[add_new_lang_button]#</b>-knappen.<br /><br />Mer hjälp finns tillgänglig på konfigurationssidan för språket.<br />"
"add_new_lang_button";"Lägg till nytt språk"
"hide_translated";"Göm översatta texter"
"lang_file_write_error";"FEL !!!<br /><br />Kan inte skriva till den valda språkfilen!<br />Kontrollera skrivrättigheter för <b>#lang_filename#</b>"
"no_open";"FEL !!!<br /><br />Kan inte öppna filen #lang_filename#"
"never";"Aldrig"
"users_total";"Totalt antal användare"
"users_admin";"Sajtadministratörer"
"users_unver";"Overifierad av användaren"
"users_unver_admin";"Overifierad av administratören"
"users_langs";"Användarnas språk"
"warn_users";"Användare med varningar"
"users_gedadmin";"GEDCOM-administratörer"
"cleanup_users";"Rensa bland användare"
"usr_no_cleanup";"Inget hittades som behövdes rensas bort"
"back_useradmin";"Tillbaka till användaradministration"
"del_proceed";"Fortsätt"
"del_unveru";"Användaren verifierade inte sig själv inom 7 dagar."
"del_unvera";"Användaren är inte verifierad av administratören."
"del_gedrights";"GEDCOM är inte längre aktiv, tabort användarreferenser."
"usr_idle";"Antal månader sedan den senaste inloggningen för att användarkonto ska räknas som inaktivt: "
"usr_idle_toolong";"Användarkonto som varit inaktivt för länge: "
"usr_unset_rights";"Lösgör GEDCOM-rättigheter för "
"usr_unset_rootid";"Lösgör root-id för "
"usr_unset_gedcomid";"Lösgör GEDCOM-Id för "
"usr_deleted";"Radera användare: "
"configured_languages";"Språk som används"
"message_to_all";"Skicka meddelande till alla användare"
"ip_address";"IP-adress"
"date_time";"Datum och tid"
"searchtype";"Sökningstyp"
"query";"Fråga"
"um_header";"Migreringsverktyg för användarinformationen"
"um_proceed";"Välj ett val eller klicka på länken nedan för att återvända till adminstrationsmenyn<br /><br />"
"um_creating";"Skapa"
"um_sql_index";"Detta verktyg kommer att skapa en <i>authenticate.php</i> och flera <i>.dat</i>-filer i din indexmapp.<br /><br />Efter en lyckad skapning av filerna kan du byta till indexmod med alla nuvarande användare och deras meddelande, favoriter, nyheter och min Gedview layouten tillgänglig.<br /><br />Obs: Efter byte till indexmod måste du importera dina GEDCOM-filer igen.<br /><br />"
"um_file_create_fail1";"Skapandet av en ny fil misslyckades, en fil med det namnet finns redan:"
"um_file_create_fail2";"Kan inte skapa en fil"
"um_file_create_fail3";"Kontrollera accessrättigheter för mappen."
"um_file_create_succ1";"Skapandet av den nya filen lyckades:"
"um_file_not_created";"Filen skapades inte."
"um_nomsg";"Det finns inga meddelande i systemet."
"um_nofav";"Det finns inga favoriter i systemet."
"um_nonews";"Det finns inga nyheter i systemet."
"um_noblocks";"Det finns inga områden i systemet."
"um_index_sql";"Detta verktyg kommer att importera <i>authenticate.php</i> och andra <i>.dat</i>-filer ifrån indexmappen till din databas.<br />"
"um_noaction";"Ingen åtgärd behövs för att migrera användarinformation till SQLmod.<br /><br />När du har bytat till SQLmod behöver du starta om användarmigrerings verktyget för att importera all data till SQLdatabasen. Genmod kommer att använda existerande filer från indexmod.<br /><br /><b>Ta <u>inte</u> bort <i>authenticate.php</i> och <i>.dat</i> filerna från indexmappen när du byter.</b><br />"
"um_import";"Importera"
"um_export";"Exportera"
"um_explain";"Detta verktyg kommer antingen exportera användardata ifrån SQL till indexmod eller importera användardata från indexfiler till SQLtabeller.<br /><br />Användardata, favoriter, blockdefinitioner, meddelande och nyhter kommer att vara tillgängliga efter migrering.<br /><br /><b>VARNING</b><br />Du kan inte använda detta verktyg att migrera användardata mellan olika verioner av Genmod.<br /><br /><b>VIKTIGT</b><br />Om du väljer att importera användardata ifrån indexmod, all användardata som redan finns i databasens tabeller kommer att <u>skrivas över</u>. Detta verktyg slår <u>inte</u> ihop informationen. När du kört importen finns det inget sätt att få tillbaka den gamla informationen via Genmod.<br /><br /><b>EXPORT</b><br />Om du exporterar användarinformationen ifrån SQLdatabasen till indexmodfiler kommer verktyget att skapa <i>authenticate.php</i> och flera <i>.dat</i>-filer i din indexmapp. Identiska filer som redan finns kommer <b>inte</b> skrivas över. De <u>måste</u> tas bort manuellt. Efter bytet till indexmod kommer all information att vara tillgänglig direkt.<br /><br /><b>Obs</b> Efter du bytat till indexmod måste du importera dina GEDCOM-filer igen.<br /><br />"
"um_imp_users";"Importera användare"
"um_imp_blocks";"Importera områden"
"um_imp_favorites";"Importera favoriter"
"um_imp_messages";"Importera meddelanden"
"um_imp_news";"Importera nyheter"
"um_nousers";"Filen <i>authenticate.php</i> hittades inte i indexmappen. Migrationen avbröts."
"um_imp_succ";"Import lyckades"
"um_imp_fail";"Import misslyckades"
"um_backup";"Backup"
"um_zip_succ";"ZIP-filen spades korrekt."
"um_zip_dl";"Ladda ner ZIPad Backupfil "
"um_bu_explain";"Detta verktyg kan skapa backup för flera typer av data från Genmod.<br /><br />Datan du väljer att göra backup av kommer att samlas i en ZIP-fil, som du kan ladda ner genom att klicka på länken längst ner på sidan efter bakupen har lyckats.<br /><br />ZIP-filen kommer att bli kvar i indexmappen till den tas bort manuellt."
"um_bu_config";"Genmod konfigurationsfil"
"um_bu_gedcoms";"GEDCOM-filer"
"um_bu_gedsets";"GEDCOM-inställningar, konfiguration och integritetsfiler"
"um_bu_logs";"GEDCOM-räknare, sökloggar och Genmod-logfiler"
"um_bu_usinfo";"Användardefinitioner, områdesinställning, favoriter, meddelande, nyheter"
"um_mk_bu";"Gör backup"
"um_nofiles";"Inga filer hittades för att göra backup"
"um_files_exist";"En eller flera filer finns redan. Vill du skriva över dem?"
"um_results";"Resultat"
"preview_faq_item";"Förhadsgranska alla FAQ-poster"
"restore_faq_edits";"Återställ FAQ redigeringsfunktionallitet"
"add_faq_item";"Lägg till FAQ-post"
"edit_faq_item";"Redigera FAQ-post"
"delete_faq_item";"Radera FAQ-post"
"moveup_faq_item";"Flytta FAQ-post uppåt"
"movedown_faq_item";"Flytta FAQ-post nedåt"
"type_audio";"Ljud"
"type_book";"Bok"
"type_card";"Kort"
"type_electronic";"Elektronisk"
"type_fiche";"Mikrokort"
"type_film";"Mikrofilm"
"type_magazine";"Magasin"
"type_manuscript";"Manuskript"
"type_map";"Karta"
"type_newspaper";"Tidning"
"type_photo";"Foto"
"type_tombstone";"Gravsten"
"type_video";"Video"
"0";"0"
"1";"1"
"2";"2"
"3";"3"
"4";"4"
"5";"5"
"6";"6"
"7";"7"
"8";"8"
"9";"9"
"10";"10"
"100";"100"
"1000";"1000"
